closed,_id,org,repo,number,amount,cost,tokenAddress,timestamp,address,signature,__v
false,6280e84c03d08f0009c8b199,commons-stack,commonsprize,33,1,1,0x0y0c0ntract0,2022-05-15T11:47:15.941Z,0x0wallet6
false,6280e89403d08f0009c8b19a,commons-stack,commonsprize,18,4,16,0x0y0c0ntract0,2022-05-15T11:48:29.252Z,0x0wallet6
false,6280e96f03d08f0009c8b19b,commons-stack,commonsprize,1,1,1,0x0y0c0ntract0,2022-05-15T11:52:07.787Z,0x0wallet6
false,6280ea0403d08f0009c8b19c,commons-stack,commonsprize,12,20,400,0x0y0c0ntract0,2022-05-15T11:54:38.441Z,0x0wallet7
false,6280ea0503d08f0009c8b19d,commons-stack,commonsprize,28,5,25,0x0y0c0ntract0,2022-05-15T11:54:39.042Z,0x0wallet6
false,6280ea1d03d08f0009c8b19e,commons-stack,commonsprize,36,5,25,0x0y0c0ntract0,2022-05-15T11:55:04.035Z,0x0wallet7
false,6280eb0603d08f0009c8b19f,commons-stack,commonsprize,34,4,16,0x0y0c0ntract0,2022-05-15T11:58:53.489Z,0x0wallet6
false,6280eb4a03d08f0009c8b1a0,commons-stack,commonsprize,34,45,2025,0x0y0c0ntract0,2022-05-15T12:00:06.200Z,0x0wallet8
false,6280eb7303d08f0009c8b1a1,commons-stack,commonsprize,18,45,2025,0x0y0c0ntract0,2022-05-15T12:00:47.512Z,0x0wallet8
false,6280eb9e03d08f0009c8b1a2,commons-stack,commonsprize,33,30,900,0x0y0c0ntract0,2022-05-15T12:01:30.964Z,0x0wallet8
false,6280ebdf03d08f0009c8b1a3,commons-stack,commonsprize,12,29,841,0x0y0c0ntract0,2022-05-15T12:02:34.370Z,0x0wallet8
false,6280ebf403d08f0009c8b1a4,commons-stack,commonsprize,4,5,25,0x0y0c0ntract0,2022-05-15T12:02:53.228Z,0x0wallet6
false,6280ec6b03d08f0009c8b1a5,commons-stack,commonsprize,34,5,475,0x0y0c0ntract0,2022-05-15T12:04:55.192Z,0x0wallet8
false,6281059d1c8085000997ec10,commons-stack,commonsprize,12,4,16,0x0y0c0ntract0,2022-05-15T13:52:24.120Z,0x0wallet9
false,628120d40763510008e3f618,commons-stack,commonsprize,34,10,100,0x0y0c0ntract0,2022-05-15T15:48:22.510Z,0x0wallet3
false,62812500efa65600097edd82,commons-stack,commonsprize,12,60,3600,0x0y0c0ntract0,2022-05-15T16:06:17.763Z,0x0walletA
false,62812513efa65600097edd83,commons-stack,commonsprize,23,48,2304,0x0y0c0ntract0,2022-05-15T16:06:40.084Z,0x0walletA
false,6281251defa65600097edd84,commons-stack,commonsprize,32,14,196,0x0y0c0ntract0,2022-05-15T16:06:49.568Z,0x0walletA
false,62812534efa65600097edd85,commons-stack,commonsprize,32,20,960,0x0y0c0ntract0,2022-05-15T16:07:12.217Z,0x0walletA
false,6281253defa65600097edd86,commons-stack,commonsprize,32,21,1281,0x0y0c0ntract0,2022-05-15T16:07:22.357Z,0x0walletA
false,6281254befa65600097edd87,commons-stack,commonsprize,23,49,7105,0x0y0c0ntract0,2022-05-15T16:07:36.467Z,0x0walletA
false,62812567efa65600097edd88,commons-stack,commonsprize,6,30,900,0x0y0c0ntract0,2022-05-15T16:08:02.926Z,0x0walletA
false,6281257cefa65600097edd89,commons-stack,commonsprize,14,50,2500,0x0y0c0ntract0,2022-05-15T16:08:25.066Z,0x0walletA
false,6281258fefa65600097edd8a,commons-stack,commonsprize,25,25,625,0x0y0c0ntract0,2022-05-15T16:08:44.324Z,0x0walletA
false,62812592efa65600097edd8b,commons-stack,commonsprize,25,26,1976,0x0y0c0ntract0,2022-05-15T16:08:48.215Z,0x0walletA
false,628125a5efa65600097edd8c,commons-stack,commonsprize,2,21,441,0x0y0c0ntract0,2022-05-15T16:09:06.699Z,0x0walletA
false,628125a9efa65600097edd8d,commons-stack,commonsprize,2,23,1495,0x0y0c0ntract0,2022-05-15T16:09:11.149Z,0x0walletA
false,628125adefa65600097edd8e,commons-stack,commonsprize,2,25,1775,0x0y0c0ntract0,2022-05-15T16:09:14.817Z,0x0walletA
false,628125caefa65600097edd8f,commons-stack,commonsprize,5,17,289,0x0y0c0ntract0,2022-05-15T16:09:42.197Z,0x0walletA
false,628125dcefa65600097edd90,commons-stack,commonsprize,28,14,196,0x0y0c0ntract0,2022-05-15T16:10:02.035Z,0x0walletA
